Date,Open,High,Low,Close,Volume,Change,ChangeRatio
2024-11-05,57800,58100,57200,57600,17484474,-200,-0.34602076124567477
2024-11-06,57600,58000,56300,57300,22092218,-300,-0.5208333333333333
2024-11-07,56900,58100,56800,57500,17043102,600,1.054481546572935
2024-11-08,58000,58300,57000,57000,13877396,-1000,-1.7241379310344827
2024-11-11,56700,56800,55000,55000,29811326,-1700,-2.9982363315696645
2024-11-12,54600,54600,53000,53000,37962881,-1600,-2.93040293040293
2024-11-13,52000,53000,50500,50600,52527995,-1400,-2.6923076923076925
2024-11-14,50200,51800,49900,49900,48510715,-300,-0.5976095617529881
2024-11-15,50300,54200,50300,53500,46774485,3200,6.36182902584493
2024-11-18,57000,57500,55900,56700,48095234,-300,-0.5263157894736842
2024-11-19,56500,57500,55900,56300,31539632,-200,-0.35398230088495575
2024-11-20,56100,56500,54800,55300,20864667,-800,-1.4260249554367201
2024-11-21,54900,56900,54700,56400,19096850,1500,2.73224043715847
2024-11-22,56000,56700,55900,56000,15281543,0,0.0
2024-11-25,57400,57900,56700,57900,36237325,500,0.8710801393728222
2024-11-26,57900,58900,57500,58300,23209405,400,0.690846286701209
2024-11-27,57700,57800,56000,56300,21808387,-1400,-2.4263431542461005
2024-11-28,56000,56400,55200,55500,20001134,-500,-0.8928571428571428
2024-11-29,55100,55300,53800,54200,24513531,-900,-1.6333938294010888
2024-12-02,54300,54400,53100,53600,22044867,-700,-1.289134438305709
2024-12-03,53100,54400,53100,53600,23374603,500,0.9416195856873822
2024-12-04,52000,53400,52000,53100,29004766,1100,2.1153846153846154
2024-12-05,53200,54400,53200,53700,23588277,500,0.9398496240601504
2024-12-06,53900,54400,52700,54100,22861874,200,0.3710575139146568
2024-12-09,53500,54600,53200,53400,26227680,-100,-0.1869158878504673
2024-12-10,54500,54500,53700,54000,20783970,-500,-0.9174311926605505
2024-12-11,53600,54200,53400,54000,14565947,400,0.7462686567164178
2024-12-12,54000,56500,53900,55900,33476698,1900,3.5185185185185186
2024-12-13,55800,56300,55500,56100,15908823,300,0.5376344086021506
2024-12-16,56300,56600,55200,55600,15277277,-700,-1.2433392539964476
2024-12-17,54700,55200,54000,54200,20215230,-500,-0.9140767824497258
2024-12-18,54100,55400,54000,54900,13698937,800,1.478743068391867
2024-12-19,53500,53800,53100,53100,22481925,-400,-0.7476635514018692
2024-12-20,52700,53100,51900,53000,24674774,300,0.5692599620493358
2024-12-23,53400,54000,53300,53500,13672650,100,0.18726591760299627
2024-12-24,53700,54500,53600,54400,11634677,700,1.303538175046555
2024-12-26,54500,54600,53500,53600,10517075,-900,-1.651376146788991
2024-12-27,53500,54100,53200,53700,10747196,200,0.3738317757009346
2024-12-30,53300,54000,53100,53200,12624702,-100,-0.18761726078799248
